"drugName","activeIngredients","fever","vomit","arthritis"
"IMIQUIMOD","IMIQUIMOD",FALSE,FALSE,FALSE
"IMITREX","SUMATRIPTAN SUCCINATE",FALSE,FALSE,FALSE
"IMITREX STATDOSE","SUMATRIPTAN SUCCINATE",FALSE,FALSE,FALSE
"IMODIUM","LOPERAMIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IMODIUM A-D","LOPERAMIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IMODIUM A-D EZ CHEWS","LOPERAMIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IMODIUM MULTI-SYMPTOM RELIEF","LOPERAMIDE HYDROCHLORIDE; SIMETHICONE",FALSE,FALSE,FALSE
"IMPAVIDO","MILTEFOSINE",FALSE,FALSE,FALSE
"IMPEKLO","CLOBETASOL PROPIONATE",FALSE,FALSE,FALSE
"IMPLANON","ETONOGESTREL",FALSE,FALSE,FALSE
"IMPOYZ","CLOBETASOL PROPIONATE",FALSE,FALSE,FALSE
"IMURAN","AZATHIOPRINE",FALSE,FALSE,FALSE
"IMVEXXY","ESTRADIOL",FALSE,FALSE,FALSE
"INAPSINE","DROPERIDOL",FALSE,FALSE,FALSE
"INBRIJA","LEVODOPA",FALSE,FALSE,FALSE
"INCASSIA","NORETHINDRONE",FALSE,FALSE,FALSE
"INCIVEK","TELAPREVIR",FALSE,FALSE,FALSE
"INCRELEX","MECASERMIN RECOMBINANT",FALSE,FALSE,FALSE
"INCRUSE ELLIPTA","UMECLIDINIUM BROMIDE",FALSE,FALSE,FALSE
"INDAPAMIDE","INDAPAMIDE",FALSE,FALSE,FALSE
"INDERAL","PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERAL LA","PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERIDE LA 120/50","HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERIDE LA 160/50","HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERIDE LA 80/50","HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERIDE-40/25","HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDERIDE-80/25","HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INDICLOR","INDIUM IN-111 CHLORIDE",FALSE,FALSE,FALSE
"INDIUM IN 111 CHLORIDE","INDIUM IN-111 CHLORIDE",FALSE,FALSE,FALSE
"INDIUM IN 111 OXYQUINOLINE","INDIUM IN-111 OXYQUINOLINE",FALSE,FALSE,FALSE
"INDO-LEMMON","INDOMETHACIN",FALSE,FALSE,FALSE
"INDOCIN","INDOMETHACIN SODIUM",FALSE,FALSE,FALSE
"INDOCIN SR","INDOMETHACIN",FALSE,FALSE,FALSE
"INDOCYANINE GREEN","INDOCYANINE GREEN",FALSE,FALSE,FALSE
"INDOMETHACIN","INDOMETHACIN",FALSE,FALSE,FALSE
"INDOMETHACIN SODIUM","INDOMETHACIN SODIUM",FALSE,FALSE,FALSE
"INFANT'S ADVIL","IBUPROFEN",FALSE,FALSE,FALSE
"INFANTS' FEVERALL","ACETAMINOPHEN",FALSE,FALSE,FALSE
"INFASURF PRESERVATIVE FREE","CALFACTANT",FALSE,FALSE,FALSE
"INFED","FERRIC OXYHYDROXIDE",FALSE,FALSE,FALSE
"INFLAMASE FORTE","PREDNISOLONE SODIUM PHOSPHATE",FALSE,FALSE,FALSE
"INFLAMASE MILD","PREDNISOLONE SODIUM PHOSPHATE",FALSE,FALSE,FALSE
"INFLECTRA","INFLIXIMAB-DYYB",FALSE,FALSE,FALSE
"INFUGEM","GEMCITABINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"INFUMORPH","MORPHINE SULFATE",FALSE,FALSE,FALSE
"INFUVITE ADULT","ALPHA-TOCOPHEROL ACETATE; ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A PALMITATE; VITAMIN K",FALSE,FALSE,FALSE
"INFUVITE PEDIATRIC","ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",FALSE,FALSE,FALSE
"INFUVITE PEDIATRIC (PHARMACY BULK PACKAGE)","ASCORBIC ACID; BIOTIN; CHOLECALCIFEROL; CYANOCOBALAMIN; DEXPANTHENOL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; TOCOPHEROL ACETATE; VITAMIN A; VITAMIN K",FALSE,FALSE,FALSE
"INGENOL MEBUTATE","INGENOL MEBUTATE",FALSE,FALSE,FALSE
"INGREZZA","VALBENAZINE TOSYLATE",FALSE,FALSE,FALSE
"INH","ISONIAZID",FALSE,FALSE,FALSE
"INJECTAFER","FERRIC CARBOXYMALTOSE",FALSE,FALSE,FALSE
"INJECTAPAP","ACETAMINOPHEN",FALSE,FALSE,FALSE
"INLYTA","AXITINIB",FALSE,FALSE,FALSE
"INMAZEB","ATOLTIVIMAB; ODESIVIMAB; MAFTIVIMAB",FALSE,FALSE,FALSE
"INNOFEM","ESTRADIOL",FALSE,FALSE,FALSE
"INNOHEP","TINZAPARIN SODIUM",FALSE,FALSE,FALSE
"INNOPRAN XL","PROPRANOLOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"INNOVAR","DROPERIDOL; FENTANYL CITRATE",FALSE,FALSE,FALSE
"INOCOR","INAMRINONE LACTATE",FALSE,FALSE,FALSE
"INOMAX","NITRIC OXIDE",FALSE,FALSE,FALSE
"INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE",FALSE,FALSE,FALSE
"INQOVI","CEDAZURIDINE; DECITABINE",FALSE,FALSE,FALSE
"INREBIC","FEDRATINIB HYDROCHLORIDE",FALSE,FALSE,FALSE
"INSPRA","EPLERENONE",FALSE,FALSE,FALSE
"INTAL","CROMOLYN SODIUM",FALSE,FALSE,FALSE
"INTEGRILIN","EPTIFIBATIDE",FALSE,FALSE,FALSE
"INTELENCE","ETRAVIRINE",FALSE,FALSE,FALSE
"INTERMEZZO","ZOLPIDEM TARTRATE",FALSE,FALSE,FALSE
"INTRALIPID 10%","SOYBEAN OIL",FALSE,FALSE,FALSE
"INTRALIPID 20%","SOYBEAN OIL",FALSE,FALSE,FALSE
"INTRALIPID 30%","SOYBEAN OIL",FALSE,FALSE,FALSE
"INTRAROSA","PRASTERONE",FALSE,FALSE,FALSE
"INTRON A","INTERFERON ALFA-2B",FALSE,FALSE,FALSE
"INTROPIN","DOPAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"INTROVALE","ETHINYL ESTRADIOL; LEVONORGESTREL",FALSE,FALSE,FALSE
"INTUNIV","GUANFACINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"INULIN AND SODIUM CHLORIDE","INULIN",FALSE,FALSE,FALSE
"INVAGESIC","ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE",FALSE,FALSE,FALSE
"INVAGESIC FORTE","ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE",FALSE,FALSE,FALSE
"INVANZ","ERTAPENEM SODIUM",FALSE,FALSE,FALSE
"INVEGA","PALIPERIDONE",FALSE,FALSE,FALSE
"INVEGA HAFYERA","PALIPERIDONE PALMITATE",FALSE,FALSE,FALSE
"INVEGA SUSTENNA","PALIPERIDONE PALMITATE",FALSE,FALSE,FALSE
"INVEGA TRINZA","PALIPERIDONE PALMITATE",FALSE,FALSE,FALSE
"INVELTYS","LOTEPREDNOL ETABONATE",FALSE,FALSE,FALSE
"INVERSINE","MECAMYLAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"INVIRASE","SAQUINAVIR MESYLATE",FALSE,FALSE,FALSE
"INVOKAMET","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"INVOKAMET XR","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"INVOKANA","CANAGLIFLOZIN",FALSE,FALSE,FALSE
"IOBENGUANE SULFATE I 131","IOBENGUANE SULFATE I-131",FALSE,FALSE,FALSE
"IODOHIPPURATE SODIUM I 131","IODOHIPPURATE SODIUM I-131",FALSE,FALSE,FALSE
"IODOTOPE","SODIUM IODIDE I-131",FALSE,FALSE,FALSE
"IONAMIN","PHENTERMINE RESIN COMPLEX",FALSE,FALSE,FALSE
"IONOSOL B AND DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",FALSE,FALSE,FALSE
"IONOSOL MB AND DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM LACTATE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",FALSE,FALSE,FALSE
"IONOSOL T AND DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM LACTATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, MONOBASIC ANHYDROUS",FALSE,FALSE,FALSE
"IONSYS","FENTANYL HYDROCHLORIDE",FALSE,FALSE,FALSE
"IONTOCAINE","EPINEPHRINE; LIDOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IOPAMIDOL","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-200","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-200 IN PLASTIC CONTAINER","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-250","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-250 IN PLASTIC CONTAINER","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-300","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-300 IN PLASTIC CONTAINER","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-370","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPAMIDOL-370 IN PLASTIC CONTAINER","IOPAMIDOL",FALSE,FALSE,FALSE
"IOPIDINE","APRACLONIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IOSAT","POTASSIUM IODIDE",FALSE,FALSE,FALSE
"IPLEX","MECASERMIN RINFABATE RECOMBINANT",FALSE,FALSE,FALSE
"IPRATROPIUM BROMIDE","IPRATROPIUM BROMIDE",FALSE,FALSE,FALSE
"IPRIVASK","DESIRUDIN RECOMBINANT",FALSE,FALSE,FALSE
"IQUIX","LEVOFLOXACIN",FALSE,FALSE,FALSE
"IRBESARTAN","IRBESARTAN",FALSE,FALSE,FALSE
"IRBESARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN",FALSE,FALSE,FALSE
"IRBESARTAN HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; IRBESARTAN",FALSE,FALSE,FALSE
"IRBESARTAN; HYDROCHLOROTHIAZIDE","IRBESARTAN: HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"IRESSA","GEFITINIB",FALSE,FALSE,FALSE
"IRINOTECAN HYDROCHLORIDE","IRINOTECAN HYDROCHLORIDE",FALSE,FALSE,FALSE
"IRON DEXTRAN","FERRIC OXYHYDROXIDE",FALSE,FALSE,FALSE
"IRRIGATING SOLUTION G IN PLASTIC CONTAINER","CITRIC ACID; MAGNESIUM OXIDE; SODIUM CARBONATE",FALSE,FALSE,FALSE
"ISENTRESS","RALTEGRAVIR POTASSIUM",FALSE,FALSE,FALSE
"ISENTRESS HD","RALTEGRAVIR POTASSIUM",FALSE,FALSE,FALSE
"ISIBLOOM","DESOGESTREL; ETHINYL ESTRADIOL",FALSE,FALSE,FALSE
"ISMELIN","GUANETHIDINE MONOSULFATE",FALSE,FALSE,FALSE
"ISMO","ISOSORBIDE MONONITRATE",FALSE,FALSE,FALSE
"ISMOTIC","ISOSORBIDE",FALSE,FALSE,FALSE
"ISOCAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN","LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOCLOR","CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOETHARINE HYDROCHLORIDE","ISOETHARINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOETHARINE HYDROCHLORIDE S/F","ISOETHARINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOETHARINE MESYLATE","ISOETHARINE MESYLATE",FALSE,FALSE,FALSE
"ISOFLURANE","ISOFLURANE",FALSE,FALSE,FALSE
"ISOLYTE E IN DEXTROSE 5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",FALSE,FALSE,FALSE
"ISOLYTE E IN PLASTIC CONTAINER","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",FALSE,FALSE,FALSE
"ISOLYTE E W/ DEXTROSE 5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE",FALSE,FALSE,FALSE
"ISOLYTE H IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE H W/ DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE M IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE P IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",FALSE,FALSE,FALSE
"ISOLYTE P W/ DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",FALSE,FALSE,FALSE
"ISOLYTE R IN DEXTROSE 5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE R W/ DEXTROSE 5% IN PLASTIC CONTAINER","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"ISOLYTE S IN DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE",FALSE,FALSE,FALSE
"ISOLYTE S IN PLASTIC CONTAINER","MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE",FALSE,FALSE,FALSE
"ISOLYTE S PH 7.4 IN PLASTIC CONTAINER","MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",FALSE,FALSE,FALSE
"ISOLYTE S W/ DEXTROSE 5% IN PLASTIC CONTAINER","DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE",FALSE,FALSE,FALSE
"ISONIAZID","ISONIAZID",FALSE,FALSE,FALSE
"ISOPAQUE 280","CALCIUM; MEGLUMINE; METRIZOIC ACID",FALSE,FALSE,FALSE
"ISOPAQUE 440","CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM",FALSE,FALSE,FALSE
"ISOPROTERENOL HYDROCHLORIDE","ISOPROTERENOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOPROTERENOL HYDROCHLORIDE","ISOPROTERENOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOPROTERENOL HYDROCHLORIDE","ISOPROTERENOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOPTIN","VERAPAMIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOPTO ATROPINE","ATROPINE SULFATE",FALSE,FALSE,FALSE
"ISOPTO CARPINE","PILOCARPINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ISOPTO CETAMIDE","SULFACETAMIDE SODIUM",FALSE,FALSE,FALSE
"ISOPTO CETAPRED","PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM",FALSE,FALSE,FALSE
"ISORDIL","ISOSORBIDE DINITRATE",FALSE,FALSE,FALSE
"ISOSORBIDE DINITRATE","ISOSORBIDE DINITRATE",FALSE,FALSE,FALSE
"ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE",FALSE,FALSE,FALSE
"ISOSULFAN BLUE","ISOSULFAN BLUE",FALSE,FALSE,FALSE
"ISOTRETINOIN","ISOTRETINOIN",FALSE,FALSE,FALSE
"ISOVUE-128","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-200","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-250","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-300","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-370","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-M 200","IOPAMIDOL",FALSE,FALSE,FALSE
"ISOVUE-M 300","IOPAMIDOL",FALSE,FALSE,FALSE
"ISRADIPINE","ISRADIPINE",FALSE,FALSE,FALSE
"ISTALOL","TIMOLOL MALEATE",FALSE,FALSE,FALSE
"ISTODAX","ROMIDEPSIN",FALSE,FALSE,FALSE
"ISTURISA","OSILODROSTAT PHOSPHATE",FALSE,FALSE,FALSE
"ISUPREL","ISOPROTERENOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ITRACONAZOLE","ITRACONAZOLE",FALSE,FALSE,FALSE
"IV PERSANTINE","DIPYRIDAMOLE",FALSE,FALSE,FALSE
"IVABRADINE HYDROCHLORIDE","IVABRADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"IVADANTIN","NITROFURANTOIN SODIUM",FALSE,FALSE,FALSE
"IVERMECTIN","IVERMECTIN",FALSE,FALSE,FALSE
"IVY BLOCK","BENTOQUATAM",FALSE,FALSE,FALSE
"IXEMPRA KIT","IXABEPILONE",FALSE,FALSE,FALSE
"IXIFI","INFLIXIMAB-QBTX",FALSE,FALSE,FALSE
"IZBA","TRAVOPROST",FALSE,FALSE,FALSE
"JADELLE","LEVONORGESTREL",FALSE,FALSE,FALSE
"JADENU","DEFERASIROX",FALSE,FALSE,FALSE
"JADENU SPRINKLE","DEFERASIROX",FALSE,FALSE,FALSE
"JAIMIESS","ETHINYL ESTRADIOL; LEVONORGESTREL",FALSE,FALSE,FALSE
"JAKAFI","RUXOLITINIB PHOSPHATE",FALSE,FALSE,FALSE
"JALYN","DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"JANIMINE","IMIPRAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"JANTOVEN","WARFARIN SODIUM",FALSE,FALSE,FALSE
"JANUMET","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE",FALSE,FALSE,FALSE
"JANUMET XR","METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE",FALSE,FALSE,FALSE
"JANUVIA","SITAGLIPTIN PHOSPHATE",FALSE,FALSE,FALSE
"JARDIANCE","EMPAGLIFLOZIN",FALSE,FALSE,FALSE
"JATENZO","TESTOSTERONE UNDECANOATE",FALSE,FALSE,FALSE
"JEANATOPE","ALBUMIN IODINATED I-125 SERUM",FALSE,FALSE,FALSE
"JELMYTO","MITOMYCIN",FALSE,FALSE,FALSE
"JEMPERLI","DOSTARLIMAB-GXLY",FALSE,FALSE,FALSE
"JENCYCLA","NORETHINDRONE",FALSE,FALSE,FALSE
"JENLOGA","CLONIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"JENTADUETO","LINAGLIPTIN; METFORMIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"JENTADUETO XR","LINAGLIPTIN; METFORMIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"JETREA","OCRIPLASMIN",FALSE,FALSE,FALSE
"JEUVEAU","PRABOTULINUMTOXINA-XVFS",FALSE,FALSE,FALSE
"JEVTANA KIT","CABAZITAXEL",FALSE,FALSE,FALSE
"JORNAY PM","METHYLPHENIDATE HYDROCHLORIDE",FALSE,FALSE,FALSE
"JUBLIA","EFINACONAZOLE",FALSE,FALSE,FALSE
"JULUCA","DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"JUNEL 1.5/30","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"JUNEL 1/20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"JUNEL FE 1.5/30","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"JUNEL FE 1/20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"JUNIOR STRENGTH ADVIL","IBUPROFEN",FALSE,FALSE,FALSE
"JUNIOR STRENGTH IBUPROFEN","IBUPROFEN",FALSE,FALSE,FALSE
"JUNIOR STRENGTH MOTRIN","IBUPROFEN",FALSE,FALSE,FALSE
"JUVISYNC","SIMVASTATIN; SITAGLIPTIN PHOSPHATE",FALSE,FALSE,FALSE
"JUXTAPID","LOMITAPIDE MESYLATE",FALSE,FALSE,FALSE
"JYNARQUE","TOLVAPTAN",FALSE,FALSE,FALSE
"K+10","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"K+8","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"K-LEASE","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"K-TAB","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"KABIVEN IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL",FALSE,FALSE,FALSE
"KADCYLA","ADO-TRASTUZUMAB EMTANSINE",FALSE,FALSE,FALSE
"KADIAN","MORPHINE SULFATE",FALSE,FALSE,FALSE
"KAFOCIN","CEPHALOGLYCIN",FALSE,FALSE,FALSE
"KAINAIR","PROPARACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"KAITLIB FE","ETHINYL ESTRADIOL; NORETHINDRONE",FALSE,FALSE,FALSE
"KALBITOR","ECALLANTIDE",FALSE,FALSE,FALSE
"KALETRA","LOPINAVIR; RITONAVIR",FALSE,FALSE,FALSE
"KALEXATE","SODIUM POLYSTYRENE SULFONATE",FALSE,FALSE,FALSE
"KALLIGA","DESOGESTREL; ETHINYL ESTRADIOL",FALSE,FALSE,FALSE
"KALYDECO","IVACAFTOR",FALSE,FALSE,FALSE
"KANAMYCIN","KANAMYCIN SULFATE",FALSE,FALSE,FALSE
"KANAMYCIN SULFATE","KANAMYCIN SULFATE",FALSE,FALSE,FALSE
"KANJINTI","TRASTUZUMAB-ANNS",FALSE,FALSE,FALSE
"KANTREX","KANAMYCIN SULFATE",FALSE,FALSE,FALSE
"KANUMA","SEBELIPASE ALFA",FALSE,FALSE,FALSE
"KAON CL","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"KAON CL-10","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"KAPPADIONE","MENADIOL SODIUM DIPHOSPHATE",FALSE,FALSE,FALSE
"KAPSPARGO SPRINKLE","METOPROLOL SUCCINATE",FALSE,FALSE,FALSE
"KAPVAY","CLONIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"KARBINAL ER","CARBINOXAMINE MALEATE",FALSE,FALSE,FALSE
"KARIVA","DESOGESTREL; ETHINYL ESTRADIOL",FALSE,FALSE,FALSE
"KATERZIA","AMLODIPINE BENZOATE",FALSE,FALSE,FALSE
"KAYEXALATE","SODIUM POLYSTYRENE SULFONATE",FALSE,FALSE,FALSE
"KAZANO","ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"KEFLET","CEPHALEXIN",FALSE,FALSE,FALSE
